AwayTeam,AwayGoals,AwayShotsOnTarget,HomeTeam,HomeGoals,HomeShotsOnTarget,FullTimeResult,HomeTeamWinStreak,AwayTeamWinStreak,HomeTeamLossStreak,AwayTeamLossStreak
Club Brugge,1.0,5.0,Antwerp,1.0,4.0,D,8,6,8,6
Beerschot VA,2.0,3.0,Anderlecht,4.0,8.0,H,15,4,15,4
Gent,3.0,6.0,Genk,0.0,5.0,A,8,6,8,6
St Truiden,1.0,5.0,Oud-Heverlee Leuven,4.0,7.0,H,4,3,4,3
Mechelen,4.0,4.0,Oostende,2.0,4.0,A,5,5,5,5
Eupen,0.0,3.0,Charleroi,3.0,7.0,H,7,4,7,4
Seraing,0.0,2.0,Beerschot VA,3.0,8.0,H,5,2,5,2
Kortrijk,1.0,3.0,Standard,1.0,5.0,D,12,3,12,3
Club Brugge,2.0,5.0,St Truiden,1.0,4.0,A,5,6,5,6
Genk,6.0,10.0,Waregem,2.0,2.0,A,9,7,9,7
Antwerp,1.0,3.0,Cercle Brugge,0.0,6.0,A,6,6,6,6
Oud-Heverlee Leuven,2.0,8.0,Anderlecht,2.0,5.0,D,15,2,15,2
St. Gilloise,2.0,3.0,Gent,0.0,4.0,A,12,7,12,7
Oostende,0.0,4.0,Oud-Heverlee Leuven,1.0,5.0,H,4,3,4,3
Waregem,1.0,2.0,Eupen,1.0,2.0,D,2,6,2,6
Beerschot VA,1.0,4.0,Kortrijk,1.0,7.0,D,5,4,5,4
St Truiden,1.0,1.0,Mechelen,0.0,1.0,A,6,3,6,3
Charleroi,0.0,1.0,St. Gilloise,4.0,5.0,H,8,4,8,4
Standard,2.0,2.0,Club Brugge,2.0,4.0,D,21,6,21,6
Gent,0.0,4.0,Seraing,0.0,2.0,D,1,6,1,6
Anderlecht,0.0,3.0,Antwerp,2.0,4.0,H,8,12,8,12
Cercle Brugge,1.0,7.0,Genk,1.0,4.0,D,8,3,8,3
Club Brugge,1.0,5.0,Mechelen,2.0,4.0,H,6,6,6,6
Charleroi,2.0,4.0,Cercle Brugge,1.0,7.0,A,6,4,6,4
Seraing,3.0,3.0,Oud-Heverlee Leuven,1.0,5.0,A,4,2,4,2
Gent,2.0,4.0,Waregem,1.0,2.0,A,9,6,9,6
Eupen,0.0,2.0,Standard,1.0,6.0,H,12,4,12,4
Kortrijk,1.0,5.0,Anderlecht,1.0,4.0,D,15,3,15,3
Antwerp,1.0,4.0,St Truiden,2.0,7.0,H,5,6,5,6
St. Gilloise,7.0,8.0,Oostende,1.0,1.0,A,5,7,5,7
Genk,0.0,4.0,Beerschot VA,2.0,3.0,H,5,7,5,7
Oud-Heverlee Leuven,3.0,5.0,St. Gilloise,1.0,2.0,A,8,2,8,2
St Truiden,0.0,6.0,Seraing,2.0,2.0,H,1,3,1,3
Mechelen,1.0,2.0,Cercle Brugge,3.0,9.0,H,6,5,6,5
Kortrijk,2.0,8.0,Eupen,2.0,5.0,D,2,3,2,3
Anderlecht,3.0,6.0,Charleroi,1.0,2.0,A,7,12,7,12
Club Brugge,3.0,4.0,Genk,2.0,5.0,A,8,6,8,6
Beerschot VA,0.0,5.0,Waregem,2.0,6.0,H,9,4,9,4
Standard,1.0,5.0,Gent,3.0,8.0,H,12,6,12,6
Oostende,0.0,1.0,Antwerp,3.0,8.0,H,8,3,8,3
St. Gilloise,2.0,9.0,St Truiden,1.0,3.0,A,5,7,5,7
Gent,1.0,8.0,Oud-Heverlee Leuven,0.0,2.0,A,4,6,4,6
Cercle Brugge,2.0,5.0,Kortrijk,0.0,1.0,A,5,3,5,3
Eupen,1.0,2.0,Oostende,2.0,6.0,H,5,4,5,4
Seraing,2.0,5.0,Club Brugge,3.0,8.0,H,21,2,21,2
Antwerp,1.0,6.0,Beerschot VA,0.0,3.0,A,5,6,5,6
Waregem,2.0,4.0,Anderlecht,3.0,7.0,H,15,6,15,6
Charleroi,3.0,5.0,Standard,0.0,3.0,A,12,4,12,4
Genk,1.0,5.0,Mechelen,1.0,3.0,D,6,7,6,7
Oostende,0.0,3.0,Charleroi,1.0,6.0,H,7,3,7,3
Oud-Heverlee Leuven,1.0,2.0,Kortrijk,2.0,2.0,H,5,2,5,2
Beerschot VA,0.0,4.0,Eupen,1.0,7.0,H,2,4,2,4
Cercle Brugge,2.0,5.0,St Truiden,1.0,4.0,A,5,3,5,3
Anderlecht,5.0,7.0,Seraing,0.0,1.0,A,1,12,1,12
Standard,3.0,8.0,Antwerp,2.0,4.0,A,8,6,8,6
Mechelen,0.0,3.0,St. Gilloise,2.0,4.0,H,8,5,8,5
Genk,0.0,3.0,Gent,1.0,6.0,H,12,7,12,7
Waregem,0.0,0.0,Club Brugge,3.0,7.0,H,21,6,21,6
Seraing,0.0,1.0,Cercle Brugge,2.0,5.0,H,6,2,6,2
St Truiden,0.0,2.0,Anderlecht,2.0,4.0,H,15,3,15,3
Kortrijk,2.0,4.0,Oostende,0.0,0.0,A,5,3,5,3
Gent,3.0,9.0,Mechelen,4.0,5.0,H,6,6,6,6
St. Gilloise,2.0,9.0,Waregem,0.0,4.0,A,9,7,9,7
Club Brugge,4.0,4.0,Oud-Heverlee Leuven,1.0,7.0,A,4,6,4,6
Eupen,2.0,8.0,Antwerp,4.0,6.0,H,8,4,8,4
Charleroi,2.0,2.0,Genk,4.0,6.0,H,8,4,8,4
Kortrijk,2.0,5.0,Seraing,0.0,2.0,A,1,3,1,3
Oostende,2.0,6.0,Beerschot VA,0.0,3.0,A,5,3,5,3
Cercle Brugge,2.0,4.0,St. Gilloise,3.0,5.0,H,8,3,8,3
Mechelen,2.0,6.0,Waregem,3.0,6.0,H,9,5,9,5
St Truiden,1.0,3.0,Gent,2.0,4.0,H,12,3,12,3
Anderlecht,2.0,6.0,Club Brugge,2.0,5.0,D,21,12,21,12
Charleroi,4.0,4.0,Eupen,0.0,8.0,A,2,4,2,4
Antwerp,1.0,2.0,Genk,1.0,2.0,D,8,6,8,6
Standard,1.0,7.0,Oud-Heverlee Leuven,2.0,3.0,H,4,6,4,6
Club Brugge,0.0,5.0,Cercle Brugge,2.0,5.0,H,6,6,6,6
Waregem,1.0,2.0,Standard,0.0,2.0,A,12,6,12,6
Gent,0.0,2.0,St. Gilloise,0.0,0.0,D,8,6,8,6
Genk,4.0,11.0,Oostende,0.0,2.0,A,5,7,5,7
Oud-Heverlee Leuven,3.0,6.0,Charleroi,0.0,7.0,A,7,2,7,2
Seraing,0.0,4.0,Mechelen,2.0,6.0,H,6,2,6,2
Anderlecht,7.0,9.0,Beerschot VA,0.0,2.0,A,5,12,5,12
Eupen,0.0,1.0,St Truiden,2.0,4.0,H,5,4,5,4
Kortrijk,2.0,6.0,Gent,2.0,5.0,D,12,3,12,3
Mechelen,0.0,,Oud-Heverlee Leuven,5.0,,H,4,5,4,5
St Truiden,0.0,2.0,Club Brugge,2.0,8.0,H,21,3,21,3
Charleroi,0.0,3.0,Antwerp,3.0,4.0,H,8,4,8,4
Cercle Brugge,2.0,6.0,Eupen,0.0,3.0,A,2,3,2,3
Standard,1.0,1.0,Anderlecht,1.0,3.0,D,15,6,15,6
Beerschot VA,1.0,4.0,Genk,4.0,10.0,H,8,4,8,4
St. Gilloise,4.0,6.0,Seraing,0.0,3.0,A,1,7,1,7
Antwerp,2.0,5.0,Oostende,1.0,6.0,A,5,6,5,6
Eupen,1.0,3.0,Kortrijk,1.0,5.0,D,5,4,5,4
Oud-Heverlee Leuven,1.0,5.0,Beerschot VA,3.0,12.0,H,5,2,5,2
Seraing,1.0,1.0,St Truiden,3.0,6.0,H,5,2,5,2
Gent,0.0,4.0,Charleroi,0.0,4.0,D,7,6,7,6
Club Brugge,2.0,6.0,Standard,2.0,6.0,D,12,6,12,6
Genk,1.0,2.0,St. Gilloise,2.0,5.0,H,8,7,8,7
Anderlecht,1.0,5.0,Mechelen,0.0,0.0,A,6,12,6,12
Waregem,1.0,4.0,Cercle Brugge,3.0,5.0,H,6,6,6,6
St Truiden,1.0,2.0,Antwerp,1.0,3.0,D,8,3,8,3
Kortrijk,1.0,2.0,Charleroi,1.0,10.0,D,7,3,7,3
Oostende,1.0,2.0,Gent,1.0,6.0,D,12,3,12,3
Standard,2.0,4.0,Eupen,0.0,3.0,A,2,6,2,6
Oud-Heverlee Leuven,1.0,3.0,Waregem,1.0,4.0,D,9,2,9,2
Cercle Brugge,2.0,9.0,Anderlecht,0.0,0.0,A,15,3,15,3
Beerschot VA,1.0,4.0,Seraing,2.0,4.0,H,1,4,1,4
St. Gilloise,0.0,6.0,Club Brugge,0.0,1.0,D,21,7,21,7
Charleroi,1.0,2.0,St Truiden,0.0,3.0,A,5,4,5,4
Waregem,3.0,3.0,Beerschot VA,3.0,7.0,D,5,6,5,6
Eupen,0.0,2.0,Seraing,0.0,5.0,D,1,4,1,4
Oostende,1.0,3.0,Cercle Brugge,0.0,2.0,A,6,3,6,3
Anderlecht,0.0,3.0,St. Gilloise,1.0,5.0,H,8,12,8,12
Antwerp,1.0,2.0,Gent,0.0,4.0,A,12,6,12,6
Mechelen,2.0,4.0,Standard,1.0,8.0,A,12,5,12,5
Club Brugge,1.0,6.0,Kortrijk,0.0,1.0,A,5,6,5,6
Antwerp,2.0,2.0,Kortrijk,0.0,5.0,A,5,6,5,6
Seraing,0.0,1.0,Charleroi,2.0,3.0,H,7,2,7,2
St Truiden,3.0,4.0,Kortrijk,1.0,3.0,A,5,3,5,3
Oud-Heverlee Leuven,3.0,4.0,Oostende,1.0,3.0,A,5,2,5,2
Cercle Brugge,1.0,6.0,Standard,1.0,5.0,D,12,3,12,3
St. Gilloise,2.0,6.0,Antwerp,0.0,2.0,A,8,7,8,7
Gent,2.0,3.0,Club Brugge,1.0,3.0,A,21,6,21,6
Beerschot VA,2.0,2.0,Mechelen,3.0,4.0,H,6,4,6,4
Eupen,1.0,5.0,Anderlecht,4.0,5.0,H,15,4,15,4
Waregem,0.0,1.0,Genk,2.0,5.0,H,8,6,8,6
Oostende,0.0,3.0,Waregem,0.0,6.0,D,9,3,9,3
Genk,1.0,7.0,Oud-Heverlee Leuven,2.0,6.0,H,4,7,4,7
Antwerp,1.0,5.0,Seraing,0.0,3.0,A,1,6,1,6
Gent,1.0,7.0,Eupen,0.0,3.0,A,2,6,2,6
Oostende,0.0,1.0,Mechelen,3.0,4.0,H,6,3,6,3
Cercle Brugge,2.0,5.0,Oud-Heverlee Leuven,3.0,5.0,H,4,3,4,3
Anderlecht,2.0,5.0,Waregem,1.0,4.0,A,9,12,9,12
Standard,0.0,4.0,Genk,2.0,6.0,H,8,6,8,6
St Truiden,1.0,5.0,St. Gilloise,0.0,1.0,A,8,3,8,3
Charleroi,0.0,3.0,Club Brugge,2.0,5.0,H,21,4,21,4
Kortrijk,1.0,4.0,Beerschot VA,2.0,3.0,H,5,3,5,3
Mechelen,1.0,2.0,Genk,4.0,9.0,H,8,5,8,5
Beerschot VA,0.0,2.0,Cercle Brugge,2.0,10.0,H,6,4,6,4
Waregem,0.0,3.0,Kortrijk,5.0,10.0,H,5,6,5,6
Standard,0.0,0.0,Oostende,1.0,5.0,H,5,6,5,6
St. Gilloise,3.0,7.0,Charleroi,0.0,5.0,A,7,7,7,7
Mechelen,2.0,8.0,Antwerp,1.0,5.0,A,8,5,8,5
Club Brugge,3.0,6.0,Eupen,1.0,5.0,A,2,6,2,6
Genk,0.0,1.0,Anderlecht,2.0,5.0,H,15,7,15,7
Oud-Heverlee Leuven,0.0,3.0,St Truiden,2.0,4.0,H,5,2,5,2
Seraing,0.0,1.0,Gent,4.0,5.0,H,12,2,12,2
Charleroi,3.0,7.0,Beerschot VA,2.0,6.0,A,5,4,5,4
Eupen,0.0,0.0,St. Gilloise,0.0,2.0,D,8,4,8,4
Cercle Brugge,2.0,5.0,Mechelen,2.0,5.0,D,6,3,6,3
St Truiden,0.0,1.0,Oostende,0.0,2.0,D,5,3,5,3
Anderlecht,0.0,5.0,Oud-Heverlee Leuven,0.0,4.0,D,4,12,4,12
Antwerp,1.0,3.0,Club Brugge,4.0,9.0,H,21,6,21,6
Kortrijk,0.0,4.0,Genk,2.0,9.0,H,8,3,8,3
Gent,1.0,4.0,Standard,0.0,4.0,A,12,6,12,6
Seraing,0.0,2.0,Waregem,1.0,6.0,H,9,2,9,2
Beerschot VA,0.0,5.0,Standard,1.0,3.0,H,12,4,12,4
Mechelen,1.0,5.0,St Truiden,1.0,5.0,D,5,5,5,5
Genk,2.0,6.0,Cercle Brugge,2.0,6.0,D,6,7,6,7
St. Gilloise,3.0,7.0,Kortrijk,2.0,3.0,A,5,7,5,7
Club Brugge,5.0,7.0,Seraing,0.0,2.0,A,1,6,1,6
Beerschot VA,1.0,1.0,Antwerp,2.0,5.0,H,8,4,8,4
Oostende,0.0,1.0,Anderlecht,3.0,7.0,H,15,3,15,3
Standard,0.0,2.0,Charleroi,0.0,3.0,D,7,6,7,6
Oud-Heverlee Leuven,1.0,4.0,Eupen,3.0,5.0,H,2,2,2,2
Waregem,1.0,5.0,Gent,2.0,8.0,H,12,6,12,6
St. Gilloise,4.0,8.0,Oud-Heverlee Leuven,1.0,2.0,A,4,7,4,7
Charleroi,2.0,5.0,Mechelen,2.0,3.0,D,6,4,6,4
Kortrijk,0.0,0.0,Cercle Brugge,2.0,4.0,H,6,3,6,3
Eupen,0.0,6.0,Waregem,3.0,5.0,H,9,4,9,4
Club Brugge,3.0,4.0,Oostende,1.0,4.0,A,5,6,5,6
Antwerp,1.0,5.0,Anderlecht,2.0,10.0,H,15,6,15,6
St Truiden,1.0,4.0,Genk,0.0,4.0,A,8,3,8,3
Gent,2.0,6.0,Beerschot VA,0.0,2.0,A,5,6,5,6
Seraing,1.0,5.0,Standard,0.0,3.0,A,12,2,12,2
Oostende,1.0,4.0,St. Gilloise,1.0,7.0,D,8,3,8,3
Mechelen,1.0,6.0,Eupen,1.0,5.0,D,2,5,2,5
Cercle Brugge,0.0,4.0,Charleroi,5.0,11.0,H,7,3,7,3
Oud-Heverlee Leuven,1.0,5.0,Seraing,1.0,3.0,D,1,2,1,2
Waregem,0.0,2.0,Antwerp,1.0,7.0,H,8,6,8,6
Genk,1.0,2.0,Club Brugge,3.0,5.0,H,21,7,21,7
Standard,1.0,3.0,Kortrijk,0.0,1.0,A,5,6,5,6
Anderlecht,0.0,7.0,Gent,1.0,2.0,H,12,12,12,12
Beerschot VA,2.0,5.0,St Truiden,3.0,4.0,H,5,4,5,4
Club Brugge,3.0,10.0,Beerschot VA,1.0,1.0,A,5,6,5,6
St Truiden,2.0,7.0,Waregem,0.0,0.0,A,9,3,9,3
Kortrijk,2.0,5.0,Mechelen,3.0,7.0,H,6,3,6,3
Seraing,2.0,4.0,Oostende,2.0,2.0,D,5,2,5,2
Antwerp,1.0,3.0,Oud-Heverlee Leuven,0.0,5.0,A,4,6,4,6
St. Gilloise,3.0,5.0,Standard,1.0,1.0,A,12,7,12,7
Gent,2.0,6.0,Cercle Brugge,2.0,3.0,D,6,6,6,6
Charleroi,0.0,0.0,Anderlecht,4.0,11.0,H,15,4,15,4
Eupen,0.0,2.0,Genk,5.0,9.0,H,8,4,8,4
Oostende,2.0,8.0,Eupen,0.0,1.0,A,2,3,2,3
Cercle Brugge,1.0,1.0,Antwerp,1.0,7.0,D,8,3,8,3
Waregem,0.0,3.0,Charleroi,3.0,7.0,H,7,6,7,6
Mechelen,0.0,0.0,Club Brugge,2.0,8.0,H,21,5,21,5
Oud-Heverlee Leuven,0.0,3.0,Gent,5.0,12.0,H,12,2,12,2
Anderlecht,3.0,9.0,Kortrijk,2.0,5.0,A,5,12,5,12
Genk,2.0,6.0,Seraing,0.0,2.0,A,1,7,1,7
Beerschot VA,0.0,,St. Gilloise,5.0,,H,8,4,8,4
Standard,0.0,2.0,St Truiden,3.0,5.0,H,5,6,5,6
Waregem,1.0,,Standard,1.0,,D,12,6,12,6
Eupen,1.0,,Anderlecht,4.0,,H,15,4,15,4
Club Brugge,0.0,,Kortrijk,1.0,,H,5,6,5,6
Lokeren,0.0,,Mechelen,2.0,,H,6,4,6,4
Lierse,0.0,,St Truiden,1.0,,H,5,3,5,3
Gent,1.0,,Westerlo,0.0,,A,5,6,5,6
Charleroi,1.0,,Cercle Brugge,1.0,,D,6,4,6,4
Germinal,1.0,,Genk,2.0,,H,8,3,8,3
Standard,4.0,,Lierse,1.0,,A,6,6,6,6
Anderlecht,0.0,,Charleroi,0.0,,D,7,12,7,12
St Truiden,1.0,,Club Brugge,4.0,,H,21,3,21,3
Westerlo,1.0,,Eupen,0.0,,A,2,3,2,3
Kortrijk,1.0,,Lokeren,1.0,,D,7,3,7,3
Mechelen,2.0,,Waregem,1.0,,A,9,5,9,5
Genk,4.0,,Gent,0.0,,A,12,7,12,7
Cercle Brugge,0.0,,Germinal,0.0,,D,6,3,6,3
Germinal,0.0,,Anderlecht,4.0,,H,15,3,15,3
Eupen,1.0,,Gent,2.0,,H,12,4,12,4
St Truiden,0.0,,Kortrijk,2.0,,H,5,3,5,3
Lierse,0.0,,Mechelen,1.0,,H,6,3,6,3
Lokeren,3.0,,Standard,3.0,,D,12,4,12,4
Waregem,1.0,,Westerlo,1.0,,D,5,6,5,6
Club Brugge,1.0,,Cercle Brugge,3.0,,H,6,6,6,6
Charleroi,0.0,,Genk,5.0,,H,8,4,8,4
Standard,0.0,,St Truiden,1.0,,H,5,6,5,6
Westerlo,0.0,,Germinal,0.0,,D,6,3,6,3
Kortrijk,2.0,,Lierse,1.0,,A,6,3,6,3
Anderlecht,3.0,,Lokeren,0.0,,A,7,12,7,12
Cercle Brugge,0.0,,Waregem,4.0,,H,9,3,9,3
Gent,3.0,,Charleroi,1.0,,A,7,6,7,6
Mechelen,2.0,,Club Brugge,1.0,,A,21,5,21,5
Genk,4.0,,Eupen,1.0,,A,2,7,2,7
Waregem,0.0,,Anderlecht,0.0,,D,15,6,15,6
Lokeren,1.0,,Cercle Brugge,1.0,,D,6,4,6,4
Eupen,0.0,,Charleroi,2.0,,H,7,4,7,4
St Truiden,0.0,,Mechelen,0.0,,D,6,3,6,3
Kortrijk,0.0,,Standard,1.0,,H,12,3,12,3
Lierse,1.0,,Genk,4.0,,H,8,3,8,3
Germinal,0.0,,Gent,1.0,,H,12,3,12,3
Club Brugge,2.0,,Westerlo,1.0,,A,5,6,5,6
Anderlecht,2.0,,St Truiden,0.0,,A,5,12,5,12
Charleroi,0.0,,Germinal,1.0,,H,6,4,6,4
Mechelen,0.0,,Kortrijk,1.0,,H,5,5,5,5
Gent,2.0,,Lierse,2.0,,D,6,6,6,6
Cercle Brugge,0.0,,Standard,2.0,,H,12,3,12,3
Eupen,0.0,,Waregem,0.0,,D,9,4,9,4
Genk,2.0,,Club Brugge,2.0,,D,21,7,21,7
Westerlo,1.0,,Lokeren,3.0,,H,7,3,7,3
Standard,0.0,,Mechelen,1.0,,H,6,6,6,6
St Truiden,2.0,,Cercle Brugge,4.0,,H,6,3,6,3
Germinal,1.0,,Eupen,0.0,,A,2,3,2,3
Lokeren,1.0,,Genk,3.0,,H,8,4,8,4
Lierse,0.0,,Westerlo,2.0,,H,5,3,5,3
Kortrijk,0.0,,Anderlecht,3.0,,H,15,3,15,3
Club Brugge,5.0,,Charleroi,0.0,,A,7,6,7,6
Waregem,3.0,,Gent,5.0,,H,12,6,12,6
Genk,2.0,,St Truiden,0.0,,A,5,7,5,7
Eupen,0.0,,Club Brugge,4.0,,H,21,4,21,4
Westerlo,2.0,,Kortrijk,1.0,,A,5,3,5,3
Anderlecht,1.0,,Lierse,1.0,,D,6,12,6,12
Gent,2.0,,Lokeren,3.0,,H,7,6,7,6
Cercle Brugge,2.0,,Mechelen,2.0,,D,6,3,6,3
Charleroi,1.0,,Standard,2.0,,H,12,4,12,4
Germinal,3.0,,Waregem,4.0,,H,9,3,9,3
Kortrijk,1.0,,Cercle Brugge,2.0,,H,6,3,6,3
Lierse,1.0,,Charleroi,0.0,,A,7,3,7,3
Lokeren,1.0,,Eupen,0.0,,A,2,4,2,4
Waregem,0.0,,Genk,3.0,,H,8,6,8,6
St Truiden,0.0,,Gent,2.0,,H,12,3,12,3
Standard,2.0,,Westerlo,1.0,,A,5,6,5,6
Mechelen,0.0,,Anderlecht,5.0,,H,15,5,15,5
Club Brugge,1.0,,Germinal,2.0,,H,6,6,6,6
Genk,2.0,,Mechelen,2.0,,D,6,7,6,7
Eupen,1.0,,Kortrijk,3.0,,H,5,4,5,4
Cercle Brugge,1.0,,Lierse,0.0,,A,6,3,6,3
Germinal,0.0,,Lokeren,1.0,,H,7,3,7,3
Westerlo,2.0,,St Truiden,1.0,,A,5,3,5,3
Charleroi,1.0,,Waregem,1.0,,D,9,4,9,4
Gent,2.0,,Club Brugge,3.0,,H,21,6,21,6
Anderlecht,1.0,,Standard,5.0,,H,12,12,12,12
Club Brugge,3.0,,Waregem,2.0,,A,9,6,9,6
Lokeren,2.0,,Charleroi,1.0,,A,7,4,7,4
St Truiden,0.0,,Eupen,6.0,,H,2,3,2,3
Kortrijk,0.0,,Gent,2.0,,H,12,3,12,3
Lierse,1.0,,Germinal,1.0,,D,6,3,6,3
Mechelen,1.0,,Westerlo,1.0,,D,5,5,5,5
Anderlecht,0.0,,Cercle Brugge,1.0,,H,6,12,6,12
Standard,2.0,,Genk,4.0,,H,8,6,8,6
Genk,0.0,,Kortrijk,1.0,,H,5,7,5,7
Eupen,1.0,,Cercle Brugge,2.0,,H,6,4,6,4
Waregem,0.0,,Lierse,0.0,,D,6,6,6,6
Germinal,1.0,,Mechelen,5.0,,H,6,3,6,3
Charleroi,2.0,,St Truiden,3.0,,H,5,4,5,4
Westerlo,0.0,,Anderlecht,2.0,,H,15,3,15,3
Club Brugge,0.0,,Lokeren,1.0,,H,7,6,7,6
Gent,1.0,,Standard,2.0,,H,12,6,12,6
Kortrijk,0.0,,Charleroi,0.0,,D,7,3,7,3
Lierse,2.0,,Eupen,2.0,,D,2,3,2,3
Mechelen,1.0,,Gent,3.0,,H,12,5,12,5
St Truiden,0.0,,Germinal,0.0,,D,6,3,6,3
Lokeren,1.0,,Waregem,1.0,,D,9,4,9,4
Cercle Brugge,1.0,,Westerlo,2.0,,H,5,3,5,3
Standard,2.0,,Club Brugge,2.0,,D,21,6,21,6
Anderlecht,2.0,,Genk,1.0,,A,8,12,8,12
Genk,1.0,,Westerlo,1.0,,D,5,7,5,7
Germinal,0.0,,Kortrijk,4.0,,H,5,3,5,3
Lokeren,2.0,,Lierse,2.0,,D,6,4,6,4
Charleroi,0.0,,Mechelen,2.0,,H,6,4,6,4
Waregem,3.0,,St Truiden,0.0,,A,5,6,5,6
Eupen,3.0,,Standard,1.0,,A,12,4,12,4
Club Brugge,2.0,,Anderlecht,2.0,,D,15,6,15,6
Gent,1.0,,Cercle Brugge,0.0,,A,6,6,6,6
Westerlo,1.0,,Charleroi,0.0,,A,7,3,7,3
Lierse,0.0,,Club Brugge,2.0,,H,21,3,21,3
Cercle Brugge,0.0,,Genk,3.0,,H,8,3,8,3
Standard,1.0,,Germinal,0.0,,A,6,6,6,6
St Truiden,0.0,,Lokeren,3.0,,H,7,3,7,3
Anderlecht,2.0,,Gent,1.0,,A,12,12,12,12
Kortrijk,1.0,,Waregem,1.0,,D,9,3,9,3
Genk,3.0,,Charleroi,1.0,,A,7,7,7,7
Kortrijk,1.0,,Eupen,3.0,,H,2,3,2,3
Westerlo,4.0,,Gent,4.0,,D,12,3,12,3
Anderlecht,1.0,,Germinal,0.0,,A,6,12,6,12
St Truiden,2.0,,Lierse,1.0,,A,6,3,6,3
Mechelen,1.0,,Lokeren,3.0,,H,7,5,7,5
Cercle Brugge,1.0,,Club Brugge,0.0,,A,21,3,21,3
Standard,0.0,,Waregem,2.0,,H,9,6,9,6
Gent,2.0,,Genk,1.0,,A,8,6,8,6
Charleroi,1.0,,Anderlecht,4.0,,H,15,4,15,4
Germinal,1.0,,Cercle Brugge,1.0,,D,6,3,6,3
Lierse,0.0,,Standard,7.0,,H,12,3,12,3
Eupen,1.0,,Westerlo,1.0,,D,5,4,5,4
Waregem,0.0,,Mechelen,0.0,,D,6,6,6,6
Club Brugge,1.0,,St Truiden,2.0,,H,5,6,5,6
Standard,1.0,,Lokeren,2.0,,H,7,6,7,6
Gent,3.0,,Eupen,0.0,,A,2,6,2,6
Kortrijk,0.0,,St Truiden,1.0,,H,5,3,5,3
Westerlo,3.0,,Club Brugge,4.0,,H,21,3,21,3
Genk,1.0,,Germinal,0.0,,A,6,7,6,7
Anderlecht,2.0,,Waregem,1.0,,A,9,12,9,12
Club Brugge,1.0,,Mechelen,0.0,,A,6,6,6,6
Waregem,3.0,,Cercle Brugge,1.0,,A,6,6,6,6
Eupen,1.0,,Genk,5.0,,H,8,4,8,4
Charleroi,1.0,,Gent,2.0,,H,12,4,12,4
St Truiden,0.0,,Standard,1.0,,H,12,3,12,3
Germinal,1.0,,Westerlo,1.0,,D,5,3,5,3
Lokeren,0.0,,Anderlecht,0.0,,D,15,4,15,4
Lierse,1.0,,Kortrijk,3.0,,H,5,3,5,3
Standard,1.0,,Kortrijk,2.0,,H,5,6,5,6
Charleroi,0.0,,Eupen,1.0,,H,2,4,2,4
Genk,1.0,,Lierse,1.0,,D,6,7,6,7
Westerlo,0.0,,Waregem,2.0,,H,9,3,9,3
Anderlecht,2.0,,Club Brugge,0.0,,A,21,12,21,12
Lierse,0.0,,Anderlecht,6.0,,H,15,3,15,3
Standard,0.0,,Cercle Brugge,1.0,,H,6,6,6,6
Club Brugge,2.0,,Gent,0.0,,A,12,6,12,6
Charleroi,0.0,,Club Brugge,5.0,,H,21,4,21,4
Eupen,0.0,,Germinal,0.0,,D,6,4,6,4
Anderlecht,2.0,,Kortrijk,0.0,,A,5,12,5,12
Westerlo,1.0,,Lierse,2.0,,H,6,3,6,3
Genk,2.0,,Lokeren,2.0,,D,7,7,7,7
Gent,2.0,,Waregem,2.0,,D,9,6,9,6
Mechelen,1.0,,Eupen,0.0,,A,2,5,2,5
Lokeren,0.0,,Kortrijk,0.0,,D,5,4,5,4
Club Brugge,4.0,,Eupen,1.0,,A,2,6,2,6
Lierse,0.0,,Cercle Brugge,3.0,,H,6,3,6,3
Mechelen,0.0,,Charleroi,0.0,,D,7,5,7,5
Kortrijk,2.0,,Genk,3.0,,H,8,3,8,3
Waregem,0.0,,Germinal,3.0,,H,6,6,6,6
St Truiden,0.0,,Westerlo,3.0,,H,5,3,5,3
Standard,0.0,,Anderlecht,2.0,,H,15,6,15,6
Lokeren,1.0,,Gent,2.0,,H,12,4,12,4
Genk,1.0,,Waregem,0.0,,A,9,7,9,7
Germinal,0.0,,Club Brugge,1.0,,H,21,3,21,3
Cercle Brugge,1.0,,Kortrijk,2.0,,H,5,3,5,3
Charleroi,0.0,,Lierse,1.0,,H,6,4,6,4
Eupen,2.0,,Lokeren,0.0,,A,7,4,7,4
Westerlo,1.0,,Standard,2.0,,H,12,3,12,3
Anderlecht,0.0,,Mechelen,0.0,,D,6,12,6,12
Gent,1.0,,St Truiden,1.0,,D,5,6,5,6
Germinal,0.0,,Charleroi,2.0,,H,7,3,7,3
Waregem,2.0,,Eupen,0.0,,A,2,6,2,6
St Truiden,1.0,,Genk,1.0,,D,8,3,8,3
Cercle Brugge,1.0,,Lokeren,2.0,,H,7,3,7,3
Kortrijk,0.0,,Mechelen,1.0,,H,6,3,6,3
Lierse,1.0,,Gent,4.0,,H,12,3,12,3
St Truiden,0.0,,Anderlecht,2.0,,H,15,3,15,3
Mechelen,1.0,,Cercle Brugge,0.0,,A,6,5,6,5
Waregem,0.0,,Charleroi,2.0,,H,7,6,7,6
Kortrijk,1.0,,Westerlo,2.0,,H,5,3,5,3
Standard,1.0,,Eupen,0.0,,A,2,6,2,6
